Date,Country,CountryCode,Region,Location,EnergySource,EnergySubSector,Borrower,Lender,Amount ($m),Description,BRI Membership,,,,,,,,,,,,,,,,,,,
2016,Ethiopia,ETH,Africa,Northeastern Ethiopia,Unspecified,Transmission and Distribution,Ethiopian Electric Power,Ex-Im Bank,78.3,Power supply for Woldiya & Combolcha Industrial Parks - northern Ethiopia,1,,,,,,,,,,,,,,,,,,,
2016,Laos,LAO,Southeast Asia,"Khoeng Xiangkhouang, Laos",Hydropower,Power Generation,Government,Ex-Im Bank,322,Nam Ngum 4 Hydropower Station,1,,,,,,,,,,,,,,,,,,,
2016,Uganda,UGA,Africa,"Electrical Substations in Luzira, Namanve, Mukono and Iganga industrial parks",Unspecified,Transmission and Distribution,Government,Ex-Im Bank,100,"Electrical Substations and electrification in Luzira, Namanve, Mukono and Iganga industrial parks",1,,,,,,,,,,,,,,,,,,,
2017,Angola,AGO,Africa,Luanda,Unspecified,Transmission and Distribution,Government,CDB,675,electrification and household connections in Luanda,1,,,,,,,,,,,,,,,,,,,
2017,Cambodia,KHM,Southeast Asia,NPP - Chroy Changvar - EPP - SPP,Unspecified,Transmission and Distribution,Government,Ex-Im Bank,123,230kV Power Transmission Project Phase II for Cambodian National Grid,1,,,,,,,,,,,,,,,,,,,
2017,Cambodia,KHM,Southeast Asia,Surrounding Tonle Sap Lake (connecting Battambang - Siem Reap - Kampong Thom - Kampong Cham),Unspecified,Transmission and Distribution,Government,Ex-Im Bank,180,Loop network in southwest regions and the rest of eastern regions,1,,,,,,,,,,,,,,,,,,,
2017,Laos,LAO,Southeast Asia,Champasak Province,Hydropower,Power Generation,Government,Ex-Im Bank,89.77,Houay Palai Hydropower Project,1,,,,,,,,,,,,,,,,,,,
2018,Lesotho,LSO,Africa,Unspecified,Solar,Power Generation,Government,Ex-Im Bank,69.9,Neo2 70 MW solar PV plant,1,,,,,,,,,,,,,,,,,,,
2018,Uganda,UGA,Africa,Over 287 sub counties across the country,Unspecified,Transmission and Distribution,Government,Ex-Im Bank,212.7,Uganda rural electrification project,1,,,,,,,,,,,,,,,,,,,
2018,Zambia,ZMB,Africa,Kabwe to Pensulo,Unspecified,Transmission and Distribution,Government,Ex-Im Bank,134.3,Kabwe - Pensulo 330kV line,1,,,,,,,,,,,,,,,,,,,
2019,Guinea,GIN,Africa,Moyen-Bafing National Park,Hydropower,Multipurpose,Government ,Ex-Im Bank,812,294 MW Koukoutamba hydro project ,1,,,,,,,,,,,,,,,,,,,
2012,Chad,TCD,Africa,D'jermaya to N’Djamena,Oil,Transmission and Distribution,Government,Ex-Im Bank,130,Djarmaya to Lamadji Oil Pipeline,1,,,,,,,,,,,,,,,,,,,
2012,Laos,LAO,Southeast Asia,"Nam Khan River, Luang Prabang Province",Hydropower,Power Generation,Government,Ex-Im Bank,127,Nam Khan 3 Dam,1,,,,,,,,,,,,,,,,,,,
2019,Nigeria,NGA,Africa,Kaduna State,Hydropower,Power Generation,Government,Ex-Im Bank,1000,Gurara II hydropower project,1,,,,,,,,,,,,,,,,,,,
2019,Turkey,TUR,Europe/Central Asia,Adana province,Coal,Power Generation,Government,CDB,1381,"Hunutlu Thermal Power Plant Project with ICBC, BOC",1,,,,,,,,,,,,,,,,,,,
